EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
492542,Shooting Permit,6/19/19 9:00,6/19/19 21:00,6/16/19 22:37,"Mayor's Office of Film, Theatre & Broadcasting",WEST   26 STREET between 8 AVENUE and 7 AVENUE,Manhattan,"4, 5",10,Film,Feature,United States of America,10001
492936,Shooting Permit,6/19/19 7:00,6/19/19 22:30,6/18/19 13:17,"Mayor's Office of Film, Theatre & Broadcasting","FLUSHING AVENUE between CYPRESS AVENUE and SCOTT AVENUE,  SCOTT AVENUE between FLUSHING AVENUE and TROUTMAN STREET,  JEFFERSON STREET between ST NICHOLAS AVENUE and CYPRESS AVENUE,  TROUTMAN STREET between CYPRESS AVENUE and ST NICHOLAS AVENUE,  Flushing Avenue between CYPRESS AVENUE and Onderdonk Avenue",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
492572,Shooting Permit,6/19/19 7:00,6/20/19 0:30,6/17/19 9:53,"Mayor's Office of Film, Theatre & Broadcasting","PORT RICHMOND AVENUE between WALKER STREET and LAFORGE AVENUE,  CATHERINE STREET between PORT RICHMOND AVENUE and LAGRANGE PLACE,  HOOKER PLACE between LAFORGE PLACE and PORT RICHMOND AVENUE,  BEEKMAN STREET between PORT RICHMOND AVENUE and LAGRANGE PLACE,  LAFORGE AVENUE between PORT RICHMOND AVENUE and LAFORGE PLACE",Staten Island,1,121,Film,Feature,United States of America,10302
491977,Shooting Permit,6/19/19 7:00,6/19/19 18:30,6/13/19 11:58,"Mayor's Office of Film, Theatre & Broadcasting",WEST   45 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,"14, 18",Theater,Theater,United States of America,10036
492777,Shooting Permit,6/19/19 7:00,6/19/19 22:00,6/17/19 17:06,"Mayor's Office of Film, Theatre & Broadcasting","COLUMBUS AVENUE between WEST   82 STREET and WEST   84 STREET,  COLUMBUS AVENUE between WEST   81 STREET and WEST   82 STREET",Manhattan,7,20,Television,Episodic series,United States of America,10024
492687,Shooting Permit,6/19/19 7:00,6/19/19 20:00,6/17/19 13:53,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE,  VAN DAM STREET between STARR AVENUE and 35 STREET",Queens,2,108,Television,Cable-other,United States of America,11101
492589,Shooting Permit,6/19/19 7:00,6/19/19 21:00,6/17/19 10:37,"Mayor's Office of Film, Theatre & Broadcasting","EAST   63 STREET between 5 AVENUE and MADISON AVENUE,  EAST   63 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between 5 AVENUE and MADISON AVENUE,  EAST   62 STREET between MADISON AVENUE and PARK AVENUE,  5 AVENUE between EAST   64 STREET and EAST   63 STREET,  MADISON AVENUE between EAST   63 STREET and EAST   62 STREET,  MADISON AVENUE between EAST   62 STREET and EAST   61 STREET",Manhattan,"64, 8","19, 22",Television,Cable-episodic,United States of America,10065
492128,Shooting Permit,6/19/19 7:00,6/19/19 23:00,6/13/19 21:49,"Mayor's Office of Film, Theatre & Broadcasting","LEXINGTON AVENUE between EAST   23 STREET and EAST   24 STREET,  LEONARD STREET between WEST BROADWAY and HUDSON STREET",Manhattan,"1, 3, 5, 6","1, 13, 9",Still Photography,Not Applicable,United States of America,"10009, 10010, 10013"
490931,Shooting Permit,6/19/19 7:00,6/19/19 20:00,6/10/19 8:29,"Mayor's Office of Film, Theatre & Broadcasting","ARGYLE ROAD between DORCHESTER ROAD and DITMAS AVENUE,  DORCHESTER ROAD between RUGBY ROAD and WESTMINSTER ROAD",Brooklyn,14,70,Commercial,Commercial,United States of America,"11218, 11226"
491651,Shooting Permit,6/19/19 7:00,6/19/19 23:00,6/12/19 10:20,"Mayor's Office of Film, Theatre & Broadcasting","Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,  Kingsland Avenue between Greenpoint Avenue and North Henry Street",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
492846,Shooting Permit,6/19/19 6:30,6/19/19 21:00,6/18/19 9:24,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   86 STREET and EAST   88 STREET,  EAST   87 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between EAST   85 STREET and EAST   86 STREET,  5 AVENUE between EAST   90 STREET and EAST   93 STREET,  EAST   91 STREET between 5 AVENUE and MADISON AVENUE,  EAST   91 STREET between MADISON AVENUE and 5 AVENUE,  EAST   92 STREET between 5 AVENUE and MADISON AVENUE,  EAST   92 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   90 STREET and EAST   93 STREET,  Madison Ave between East 90th Street and East 91st Street,  MADISON AVENUE between EAST   92 STREET and EAST   93 STREET",Manhattan,"64, 8","19, 22",Film,Feature,United States of America,"10028, 10128"
492968,Shooting Permit,6/19/19 6:00,6/19/19 21:00,6/18/19 14:29,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST  172 STREET and WEST  173 STREET,  AMSTERDAM AVENUE between WEST  170 STREET and WEST  171 STREET,  AMSTERDAM AVENUE between WEST  171 STREET and WEST  172 STREET,  AMSTERDAM AVENUE between WEST  172 STREET and WEST  173 STREET,  AMSTERDAM AVENUE between WEST  173 STREET and WEST  174 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE,  ST NICHOLAS AVE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  173 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE",Manhattan,12,"33, 34",Film,Feature,United States of America,"10032, 10033, 10040"
492559,Shooting Permit,6/19/19 6:00,6/19/19 22:00,6/17/19 8:46,"Mayor's Office of Film, Theatre & Broadcasting","3 AVENUE between 34 STREET and 37 STREET,  36 STREET between 3 AVENUE and 2 AVENUE,  2 AVENUE between 36 STREET and 37 STREET",Brooklyn,7,72,Commercial,Commercial,United States of America,11232
491815,Shooting Permit,6/19/19 6:00,6/19/19 23:00,6/12/19 15:48,"Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
491363,Shooting Permit,6/19/19 6:00,6/19/19 20:00,6/11/19 12:22,"Mayor's Office of Film, Theatre & Broadcasting","LAFAYETTE STREET between BROOME STREET and GRAND STREET,  BROOME STREET between LAFAYETTE STREET and CENTRE STREET",Manhattan,2,5,Still Photography,Not Applicable,United States of America,"10012, 10013"
492196,Shooting Permit,6/19/19 6:00,6/19/19 21:00,6/14/19 11:49,"Mayor's Office of Film, Theatre & Broadcasting","DOUGLASS STREET between 4 AVENUE and 3 AVENUE,  BUTLER STREET between 4 AVENUE and 3 AVENUE",Brooklyn,6,78,Commercial,Commercial,United States of America,11217
492235,Shooting Permit,6/19/19 6:00,6/19/19 20:00,6/14/19 14:30,"Mayor's Office of Film, Theatre & Broadcasting","EAST   68 STREET between MADISON AVENUE and PARK AVENUE,  EAST   68 STREET between PARK AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   66 STREET and EAST   69 STREET,  EAST   67 STREET between MADISON AVENUE and 5 AVENUE",Manhattan,8,19,Television,Cable-episodic,United States of America,10065
488722,Shooting Permit,6/19/19 6:00,6/20/19 1:00,5/31/19 11:50,"Mayor's Office of Film, Theatre & Broadcasting","MARCUS GARVEY BOULEVARD between BROADWAY and PARK AVENUE,  MARCUS GARVEY BOULEVARD between PARK AVENUE and MYRTLE AVENUE,  ELLERY STREET between MARCUS GARVEY BOULEVARD and BROADWAY,  PARK AVENUE between BROADWAY and MARCUS GARVEY BOULEVARD,  PARK AVENUE between MARCUS GARVEY BOULEVARD and BROADWAY,  PARK AVENUE between MARCUS GARVEY BOULEVARD and THROOP AVENUE,  PARK AVENUE between MARCUS GARVEY BOULEVARD and THROOP AVENUE,  SOUTH    5 STREET between DRIGGS AVENUE and WYTHE AVENUE,  SOUTH    5 STREET between KENT AVENUE and DRIGGS AVENUE,  WYTHE AVENUE between SOUTH    4 STREET and SOUTH    6 STREET",Brooklyn,"1, 3","79, 81, 90",Television,Cable-episodic,United States of America,"11206, 11211, 11249"
492636,Shooting Permit,6/19/19 6:00,6/19/19 22:00,6/17/19 12:20,"Mayor's Office of Film, Theatre & Broadcasting","EAST   78 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between EAST   77 STREET and EAST   79 STREET,  MADISON AVENUE between EAST   78 STREET and EAST   79 STREET,  MADISON AVENUE between EAST   78 STREET and EAST   79 STREET,  MADISON AVENUE between EAST   77 STREET and EAST   78 STREET,  MADISON AVENUE between EAST   77 STREET and EAST   78 STREET,  5 AVENUE between EAST   79 STREET and EAST   80 STREET",Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,10075
491973,Shooting Permit,6/19/19 6:00,6/19/19 22:00,6/13/19 11:49,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between KENT AVENUE and WYTHE AVENUE,  KENT AVENUE between GRAND STREET and NORTH    1 STREET,  WYTHE AVENUE between GRAND STREET and NORTH    1 STREET,  SOUTH    3 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between SOUTH    4 STREET and SOUTH    3 STREET,  BERRY STREET between SOUTH    4 STREET and SOUTH    3 STREET",Brooklyn,1,90,Commercial,Commercial,United States of America,11249
472399,Shooting Permit,6/19/19 6:00,6/21/19 23:59,3/26/19 14:39,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between VERNON BOULEVARD and 9 STREET,  9 STREET between 43 AVENUE and 43 ROAD",Queens,2,108,WEB,Not Applicable,United States of America,11101
492643,Shooting Permit,6/19/19 6:00,6/19/19 23:00,6/17/19 12:39,"Mayor's Office of Film, Theatre & Broadcasting","BEACH STREET between VARICK STREET and 6 AVENUE,  VARICK STREET between LAIGHT STREET and BEACH STREET,  AVENUE OF THE AMERICAS between BEACH STREET and CANAL STREET,  W. BROADWAY between BEACH STREET and WHITE STREET,  LAIGHT STREET between VARICK STREET and AVENUE OF THE AMERICAS,  YORK STREET between ST JOHN'S LANE and AVENUE OF THE AMERICAS",Manhattan,1,1,Commercial,Commercial,United States of America,10013
484752,Theater Load in and Load Outs,6/19/19 6:00,6/19/19 23:59,5/14/19 10:08,"Mayor's Office of Film, Theatre & Broadcasting","EAST   42 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   47 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,"5, 6","14, 17, 18",Theater,Theater,United States of America,10017
492195,Shooting Permit,6/19/19 6:00,6/19/19 22:00,6/14/19 11:45,"Mayor's Office of Film, Theatre & Broadcasting","CONOVER STREET between DEAD END and BEARD STREET,  REED STREET between CONOVER STREET and VAN BRUNT STREET,  COFFEY STREET between FERRIS STREET and CONOVER STREET",Brooklyn,6,76,Film,Feature,United States of America,11231
492669,Shooting Permit,6/19/19 5:00,6/19/19 22:00,6/17/19 13:21,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
489551,Theater Load in and Load Outs,6/19/19 0:01,6/20/19 6:00,6/4/19 11:36,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
485994,Theater Load in and Load Outs,6/19/19 0:01,6/20/19 6:00,5/20/19 7:42,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,18,Theater,Theater,United States of America,10019
488154,Theater Load in and Load Outs,6/19/19 0:01,6/20/19 6:00,5/29/19 14:45,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
490956,Theater Load in and Load Outs,6/19/19 0:01,6/20/19 6:00,6/10/19 9:28,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020"
492247,Shooting Permit,6/18/19 15:00,6/19/19 5:00,6/14/19 15:17,"Mayor's Office of Film, Theatre & Broadcasting","EAST   37 STREET between MADISON AVENUE and PARK AVENUE,  EAST   37 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   36 STREET and EAST   39 STREET,  EAST   38 STREET between LEXINGTON AVENUE and MADISON AVENUE,  PARK AVENUE between EAST   38 STREET and EAST   40 STREET,  CROSBY STREET between HOWARD STREET and BROOME STREET,  GRAND STREET between CROSBY STREET and LAFAYETTE STREET,  GRAND STREET between BROADWAY and CROSBY STREET,  LAFAYETTE STREET between HOWARD STREET and BROOME STREET,  LAFAYETTE STREET between CANAL STREET and BROOME STREET,  HOWARD STREET between CROSBY STREET and BROADWAY",Manhattan,"2, 6","17, 5",Film,Feature,United States of America,"10013, 10016"
491901,Shooting Permit,6/18/19 13:00,6/18/19 23:30,6/12/19 23:28,"Mayor's Office of Film, Theatre & Broadcasting",WEST   29 STREET between BROADWAY and 5 AVENUE,Manhattan,5,"13, 14",Still Photography,Not Applicable,United States of America,10001
491867,Shooting Permit,6/18/19 13:00,6/19/19 2:00,6/12/19 18:29,"Mayor's Office of Film, Theatre & Broadcasting","BARRETT AVE between DECKER AVENUE and FOREST AVENUE,  FOREST AVENUE between JEWETT AVENUE and DUBOIS AVENUE,  LLEWELLYN PLACE between FOREST AVENUE and DEAD END,  LLEWELLYN PLACE between FOREST AVENUE and EGBERT AVENUE,  HOWARD AVE between HILLSIDE AVENUE and SIGNAL HILL ROAD,  HOWARD AVE between SIGNAL HILL ROAD and CAMPUS ROAD",Staten Island,1,"120, 121",Television,Episodic series,United States of America,"10301, 10302, 10310"
491460,Shooting Permit,6/18/19 10:00,6/18/19 21:00,6/11/19 15:03,"Mayor's Office of Film, Theatre & Broadcasting",GROVE STREET between WAVERLY PLACE and WEST    4 STREET,Manhattan,2,6,WEB,Not Applicable,United States of America,10014
492112,Shooting Permit,6/18/19 10:00,6/19/19 0:00,6/13/19 18:20,"Mayor's Office of Film, Theatre & Broadcasting","BENNETT STREET between PORT RICHMOND AVENUE and PARK AVENUE,  VREELAND STREET between PORT RICHMOND AVENUE and PARK AVENUE,  PORT RICHMOND AVENUE between BENNETT STREET and HARRISON AVENUE,  NEW STREET between PORT RICHMOND AVENUE and PARK AVENUE,  GROVE AVENUE between MAPLE AVENUE and PORT RICHMOND AVENUE,  GROVE AVENUE between MAPLE AVENUE and FABER STREET,  FABER STREET between LARKIN STREET and GROVE AVENUE,  FABER STREET between GROVE AVENUE and HARRISON AVENUE",Staten Island,1,"120, 121",Television,Episodic series,United States of America,"10301, 10302"
492225,Shooting Permit,6/18/19 9:00,6/18/19 21:00,6/14/19 13:50,"Mayor's Office of Film, Theatre & Broadcasting",WEST   26 STREET between 8 AVENUE and 7 AVENUE,Manhattan,"4, 5",10,Film,Feature,United States of America,10001
492681,Shooting Permit,6/18/19 9:00,6/19/19 3:00,6/17/19 13:38,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   52 STREET and WEST   50 STREET,  WEST   51 STREET between 7 AVENUE and 6 AVENUE,  WEST   51 STREET between BROADWAY and 7 AVENUE,  PARK AVENUE between EAST   49 STREET and EAST   46 STREET,  EAST   48 STREET between PARK AVENUE and 3 AVENUE,  EAST   49 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   50 STREET and EAST   49 STREET,  CENTRE MARKET PLACE between BROOME STREET and GRAND STREET,  GRAND STREET between CENTRE MARKET PLACE and ELIZABETH STREET,  BROOME STREET between CENTRE MARKET PLACE and ELIZABETH STREET,  WEST   51 STREET between 7 AVENUE and 6 AVENUE,  KENMARE STREET between MULBERRY STREET and BOWERY,  BROOME STREET between CENTRE MARKET PLACE and MULBERRY STREET",Manhattan,"2, 5, 6","17, 18, 5",Television,Episodic series,United States of America,"10012, 10013, 10017, 10019, 10020, 10022, 10167, 10171, 10172, 10177"
492746,Shooting Permit,6/18/19 8:00,6/18/19 23:00,6/17/19 15:54,"Mayor's Office of Film, Theatre & Broadcasting",DRIGGS AVENUE between LORIMER STREET and NORTH   12 STREET,Brooklyn,1,94,Film,Feature,United States of America,"11211, 11222"
492233,Shooting Permit,6/18/19 7:00,6/18/19 22:00,6/14/19 14:11,"Mayor's Office of Film, Theatre & Broadcasting","FLUSHING AVENUE between CYPRESS AVENUE and SCOTT AVENUE,  SCOTT AVENUE between FLUSHING AVENUE and TROUTMAN STREET,  JEFFERSON STREET between ST NICHOLAS AVENUE and CYPRESS AVENUE,  TROUTMAN STREET between CYPRESS AVENUE and ST NICHOLAS AVENUE,  Flushing Avenue between CYPRESS AVENUE and Onderdonk Avenue",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
491647,Shooting Permit,6/18/19 7:00,6/18/19 23:00,6/12/19 10:12,"Mayor's Office of Film, Theatre & Broadcasting",Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
492562,Shooting Permit,6/18/19 7:00,6/18/19 20:00,6/17/19 9:01,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
492723,Shooting Permit,6/18/19 7:00,6/18/19 22:00,6/17/19 15:01,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   82 STREET and EAST   86 STREET,  MADISON AVENUE between EAST   86 STREET and EAST   87 STREET,  EAST   86 STREET between MADISON AVENUE and 5 AVENUE,  5 AVENUE between EAST   83 STREET and EAST   84 STREET,  MADISON AVENUE between EAST   79 STREET and EAST   77 STREET,  EAST   78 STREET between PARK AVENUE and MADISON AVENUE,  5 AVENUE between EAST   85 STREET and EAST   84 STREET,  MADISON AVENUE between EAST   90 STREET and EAST   93 STREET,  MADISON AVENUE between EAST   93 STREET and EAST   92 STREET,  MADISON AVENUE between EAST   91 STREET and EAST   90 STREET,  EAST   91 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between EAST   91 STREET and EAST   92 STREET",Manhattan,"64, 8","19, 22",Film,Feature,United States of America,"10028, 10075, 10128"
492167,Shooting Permit,6/18/19 7:00,6/18/19 19:00,6/14/19 10:35,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST  154 STREET and WEST  153 STREET,  AMSTERDAM AVENUE between WEST  154 STREET and ST NICHOLAS AVENUE",Manhattan,"12, 9","30, 33",Film,Feature,United States of America,10032
492191,Shooting Permit,6/18/19 7:00,6/18/19 23:00,6/14/19 11:34,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
492081,Shooting Permit,6/18/19 7:00,6/18/19 19:00,6/13/19 16:00,"Mayor's Office of Film, Theatre & Broadcasting",CHERRY STREET between RUTGERS STREET and PIKE STREET,Manhattan,3,"5, 7",Still Photography,Not Applicable,United States of America,10002
